id,Year,Player,Year Position,Career Position,Age,Ht:ins,Ht:cm,Wt:lbs,Wt:kgs,DRB,STL,BLK,TRB,ORB,AST,PTS,FG,FGA,FG%,eFG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,TOV,Personal Fouls,Games Played,Games Started,Minutes Per Seasom,Team,YearBorn,DOB,Birth State,Birth City,collage,college,Player Rating
3237,2014,Chris Singleton,SF,F,24,8-Jun,203,230,104,37,9,3,55,18,6,75,25,67,0.373,0.425,7,19,0.368,18,48,0.375,18,25,0.72,17,25,25,0,250,WAS,1989,21-Nov-89,Canton,Georgia,Florida State University,Florida State University,8.8
3291,2010,Chris Wilcox,PF,F,27,10-Jun,208,221,100,73,13,12,117,44,13,152,63,120,0.525,0.525,0,0,,63,120,0.525,26,52,0.5,38,64,34,10,441,DET,1982,3-Sep-82,Raleigh,North Carolina,University of Maryland,University of Maryland,12
3292,2011,Chris Wilcox,PF,F,28,10-Jun,208,221,100,176,29,17,271,95,43,424,187,322,0.581,0.581,0,1,0,187,321,0.583,50,89,0.562,43,145,57,29,995,DET,1982,3-Sep-82,Raleigh,North Carolina,University of Maryland,University of Maryland,18
3293,2012,Chris Wilcox,C,F,29,10-Jun,208,221,100,84,11,9,122,38,12,152,64,107,0.598,0.598,0,0,,64,107,0.598,24,39,0.615,30,64,28,4,481,BOS,1982,3-Sep-82,Raleigh,North Carolina,University of Maryland,University of Maryland,12.4
3294,2013,Chris Wilcox,C,F,30,10-Jun,208,221,100,125,32,28,180,55,22,259,110,153,0.719,0.719,0,1,0,110,152,0.724,39,58,0.672,34,125,61,7,830,BOS,1982,3-Sep-82,Raleigh,North Carolina,University of Maryland,University of Maryland,15.3
3321,2010,Chuck Hayes,C,F-C,26,6-Jun,198,240,108,314,73,43,465,151,139,358,161,329,0.489,0.489,0,0,,161,329,0.489,36,66,0.545,74,219,82,82,1773,HOU,1983,11-Jun-83,San Leandro,California,University of Kentucky,University of Kentucky,11.7
3322,2011,Chuck Hayes,C,F-C,27,6-Jun,198,240,108,380,79,49,599,219,202,582,244,463,0.527,0.527,0,2,0,244,461,0.529,94,142,0.662,86,200,74,63,2079,HOU,1983,11-Jun-83,San Leandro,California,University of Kentucky,University of Kentucky,16.2
3323,2012,Chuck Hayes,C,F-C,28,6-Jun,198,240,108,162,36,17,234,72,77,172,73,170,0.429,0.429,0,2,0,73,168,0.435,26,39,0.667,50,111,54,9,1039,SAC,1983,11-Jun-83,San Leandro,California,University of Kentucky,University of Kentucky,8.9
3324,2013,Chuck Hayes,C,F-C,29,6-Jun,198,240,108,186,31,18,299,113,112,198,84,190,0.442,0.442,0,1,0,84,189,0.444,30,48,0.625,44,114,74,1,1209,SAC,1983,11-Jun-83,San Leandro,California,University of Kentucky,University of Kentucky,10.7
3325,2014,Chuck Hayes,C,F-C,30,6-Jun,198,240,108,141,34,12,210,69,35,132,56,130,0.431,0.431,0,1,0,56,129,0.434,20,25,0.8,33,95,61,1,754,TOT,1983,11-Jun-83,San Leandro,California,University of Kentucky,University of Kentucky,10
3326,2014,Chuck Hayes,C,F-C,30,6-Jun,198,240,108,27,11,2,47,20,6,33,14,32,0.438,0.438,0,0,,14,32,0.438,5,7,0.714,7,18,16,1,179,SAC,1983,11-Jun-83,San Leandro,California,University of Kentucky,University of Kentucky,11.4
3327,2014,Chuck Hayes,C,F-C,30,6-Jun,198,240,108,114,23,10,163,49,29,99,42,98,0.429,0.429,0,1,0,42,97,0.433,15,18,0.833,26,77,45,0,575,TOR,1983,11-Jun-83,San Leandro,California,University of Kentucky,University of Kentucky,9.6
3380,2010,Chucky Atkins,PG,G,35,11-May,180,160,72,24,17,0,29,5,91,161,57,157,0.363,0.433,22,73,0.301,35,84,0.417,25,27,0.926,32,53,40,11,644,DET,1974,14-Aug-74,Orlando,Florida,University of South Florida,University of South Florida,8.3
3580,2010,Coby Karl,SF-SG,G,26,5-Jun,196,215,97,14,3,1,18,4,15,28,11,32,0.344,0.375,2,11,0.182,9,21,0.429,4,6,0.667,10,14,7,1,113,TOT,1983,6-Mar-83,Great Falls,Montana,Boise State University,Boise State University,5.1
3581,2010,Coby Karl,SG,G,26,5-Jun,196,215,97,2,0,0,2,0,0,0,0,0,,,0,0,,0,0,,0,0,,4,0,3,0,5,CLE,1983,6-Mar-83,Great Falls,Montana,Boise State University,Boise State University,-38.1
3582,2010,Coby Karl,SF,G,26,5-Jun,196,215,97,12,3,1,16,4,15,28,11,32,0.344,0.375,2,11,0.182,9,21,0.429,4,6,0.667,6,14,4,1,108,GSW,1983,6-Mar-83,Great Falls,Montana,Boise State University,Boise State University,7.1
3583,2014,Cody Zeller,C,C-F,21,Jul-00,213,240,108,235,40,41,353,118,92,490,172,404,0.426,0.426,0,1,0,172,403,0.427,146,200,0.73,87,170,82,3,1416,CHA,1992,5-Oct-92,Washington,Indiana,Indiana University,Indiana University,13.1
3587,2011,Cole Aldrich,C,C,22,11-Jun,211,250,113,22,5,7,35,13,4,18,8,15,0.533,0.533,0,0,,8,15,0.533,2,4,0.5,8,30,18,0,142,OKC,1988,31-Oct-88,Burnsville,Minnesota,University of Kansas,University of Kansas,7
3588,2012,Cole Aldrich,C,C,23,11-Jun,211,250,113,35,8,16,48,13,3,57,22,42,0.524,0.524,0,0,,22,42,0.524,13,14,0.929,9,22,26,0,173,OKC,1988,31-Oct-88,Burnsville,Minnesota,University of Kansas,University of Kansas,17.7
3589,2013,Cole Aldrich,C,C,24,11-Jun,211,250,113,90,5,23,120,30,9,100,44,80,0.55,0.55,0,0,,44,80,0.55,12,20,0.6,23,60,45,0,388,TOT,1988,31-Oct-88,Burnsville,Minnesota,University of Kansas,University of Kansas,11.1
3590,2013,Cole Aldrich,C,C,24,11-Jun,211,250,113,45,3,9,57,12,6,50,23,43,0.535,0.535,0,0,,23,43,0.535,4,9,0.444,14,41,30,0,213,HOU,1988,31-Oct-88,Burnsville,Minnesota,University of Kansas,University of Kansas,7.3
3591,2013,Cole Aldrich,C,C,24,11-Jun,211,250,113,45,2,14,63,18,3,50,21,37,0.568,0.568,0,0,,21,37,0.568,8,11,0.727,9,19,15,0,175,SAC,1988,31-Oct-88,Burnsville,Minnesota,University of Kansas,University of Kansas,15.7
3592,2014,Cole Aldrich,C,C,25,11-Jun,211,250,113,92,8,30,129,37,14,92,33,61,0.541,0.541,0,0,,33,61,0.541,26,30,0.867,18,40,46,2,330,NYK,1988,31-Oct-88,Burnsville,Minnesota,University of Kansas,University of Kansas,19.1
3631,2010,Corey Brewer,SG,F-G,23,9-Jun,206,186,84,209,117,29,279,70,193,1066,409,949,0.431,0.474,82,237,0.346,327,712,0.459,166,256,0.648,164,224,82,82,2482,MIN,1986,5-Mar-86,Portland,Tennessee,University of Florida,University of Florida,12.1
3632,2011,Corey Brewer,SF-SG,F-G,24,9-Jun,206,186,84,118,100,16,175,57,89,552,193,488,0.395,0.426,30,112,0.268,163,376,0.434,136,192,0.708,87,159,69,24,1510,TOT,1986,5-Mar-86,Portland,Tennessee,University of Florida,University of Florida,11
3633,2011,Corey Brewer,SF,F-G,24,9-Jun,206,186,84,107,89,14,152,45,77,483,168,437,0.384,0.414,26,99,0.263,142,338,0.42,121,171,0.708,77,134,56,22,1362,MIN,1986,5-Mar-86,Portland,Tennessee,University of Florida,University of Florida,10.3
3634,2011,Corey Brewer,SG,F-G,24,9-Jun,206,186,84,11,11,2,23,12,12,69,25,51,0.49,0.529,4,13,0.308,21,38,0.553,15,21,0.714,10,25,13,2,148,DAL,1986,5-Mar-86,Portland,Tennessee,University of Florida,University of Florida,17.6
3635,2012,Corey Brewer,SF,F-G,25,9-Jun,206,186,84,107,72,17,150,43,88,525,201,463,0.434,0.47,33,127,0.26,168,336,0.5,90,130,0.692,56,113,59,17,1287,DEN,1986,5-Mar-86,Portland,Tennessee,University of Florida,University of Florida,13.7
3636,2013,Corey Brewer,SF,F-G,26,9-Jun,206,186,84,180,118,23,235,55,124,990,375,883,0.425,0.476,91,307,0.296,284,576,0.493,149,216,0.69,102,154,82,2,2003,DEN,1986,5-Mar-86,Portland,Tennessee,University of Florida,University of Florida,14.7
3637,2014,Corey Brewer,SF,F-G,27,9-Jun,206,186,84,144,151,30,207,63,135,998,388,807,0.481,0.517,59,211,0.28,329,596,0.552,163,227,0.718,105,210,81,81,2609,MIN,1986,5-Mar-86,Portland,Tennessee,University of Florida,University of Florida,12.7
3662,2010,Corey Maggette,PF,F,30,6-Jun,198,218,98,281,51,4,373,92,172,1387,457,886,0.516,0.523,13,50,0.26,444,836,0.531,460,551,0.835,168,231,70,49,2081,GSW,1979,12-Nov-79,Melrose Park,Illinois,Duke University,Duke University,20.3
3663,2011,Corey Maggette,SF,F,31,6-Jun,198,218,98,197,21,5,241,44,84,805,253,559,0.453,0.478,28,78,0.359,225,481,0.468,271,325,0.834,127,175,67,18,1401,MIL,1979,12-Nov-79,Melrose Park,Illinois,Duke University,Duke University,15.8
3664,2012,Corey Maggette,SF,F,32,6-Jun,198,218,98,104,23,1,125,21,39,480,139,373,0.373,0.405,24,66,0.364,115,307,0.375,178,208,0.856,59,83,32,28,881,CHA,1979,12-Nov-79,Melrose Park,Illinois,Duke University,Duke University,14.1
3665,2013,Corey Maggette,SF,F,33,6-Jun,198,218,98,20,6,2,25,5,19,95,27,76,0.355,0.388,5,21,0.238,22,55,0.4,36,48,0.75,17,42,18,0,257,DET,1979,12-Nov-79,Melrose Park,Illinois,Duke University,Duke University,7.9
3736,2012,Cory Higgins,PG,G,22,5-Jun,196,180,81,28,5,6,35,7,36,150,52,160,0.325,0.338,4,20,0.2,48,140,0.343,42,60,0.7,39,40,38,0,423,CHA,1989,14-Jun-89,Danville,California,University of Colorado,University of Colorado,4.1
3737,2013,Cory Higgins,SG,G,23,5-Jun,196,180,81,2,3,0,3,1,5,14,6,19,0.316,0.342,1,5,0.2,5,14,0.357,1,2,0.5,0,5,6,0,32,CHA,1989,14-Jun-89,Danville,California,University of Colorado,University of Colorado,12.6
3740,2012,Cory Joseph,PG,G,20,3-Jun,190,193,87,20,7,3,25,5,34,58,22,70,0.314,0.336,3,15,0.2,19,55,0.345,11,17,0.647,12,16,29,1,266,SAS,1991,20-Aug-91,Toronto,Canada,University of Texas at Austin,University of Texas at Austin,6.9
3741,2013,Cory Joseph,PG,G,21,3-Jun,190,193,87,40,15,4,52,12,53,126,51,110,0.464,0.491,6,21,0.286,45,89,0.506,18,21,0.857,21,25,28,9,388,SAS,1991,20-Aug-91,Toronto,Canada,University of Texas at Austin,University of Texas at Austin,13.5
3742,2014,Cory Joseph,SG,G,22,3-Jun,190,193,87,75,35,14,107,32,114,343,126,265,0.475,0.498,12,38,0.316,114,227,0.502,79,96,0.823,43,84,68,19,936,SAS,1991,20-Aug-91,Toronto,Canada,University of Texas at Austin,University of Texas at Austin,14.7
3755,2012,Courtney Fortson,PG,G,23,11-May,180,185,83,9,3,0,15,6,10,35,11,32,0.344,0.391,3,13,0.231,8,19,0.421,10,15,0.667,10,5,10,0,95,TOT,1988,23-May-88,San Antonio,Texas,University of Arkansas,University of Arkansas,9.9
3756,2012,Courtney Fortson,PG,G,23,11-May,180,185,83,4,0,0,8,4,5,17,5,12,0.417,0.458,1,4,0.25,4,8,0.5,6,9,0.667,5,3,4,0,46,LAC,1988,23-May-88,San Antonio,Texas,University of Arkansas,University of Arkansas,11.4
3757,2012,Courtney Fortson,PG,G,23,11-May,180,185,83,5,3,0,7,2,5,18,6,20,0.3,0.35,2,9,0.222,4,11,0.364,4,6,0.667,5,2,6,0,49,HOU,1988,23-May-88,San Antonio,Texas,University of Arkansas,University of Arkansas,8.5
3759,2010,Courtney Lee,SG,G,24,5-Jun,196,200,90,192,93,20,252,60,121,885,338,775,0.436,0.485,76,225,0.338,262,550,0.476,133,153,0.869,76,130,71,66,2375,NJN,1985,3-Oct-85,Indianapolis,Indiana,Western Kentucky University,Western Kentucky University,12.8
3760,2011,Courtney Lee,SG,G,25,5-Jun,196,200,90,158,58,18,209,51,100,672,253,576,0.439,0.501,71,174,0.408,182,402,0.453,95,120,0.792,68,102,81,1,1723,HOU,1985,3-Oct-85,Indianapolis,Indiana,Western Kentucky University,Western Kentucky University,12.6
3761,2012,Courtney Lee,SG,G,26,5-Jun,196,200,90,133,68,22,159,26,88,660,251,580,0.433,0.508,87,217,0.401,164,363,0.452,71,86,0.826,64,106,58,26,1757,HOU,1985,3-Oct-85,Indianapolis,Indiana,Western Kentucky University,Western Kentucky University,12.6
3762,2013,Courtney Lee,SG,G,27,5-Jun,196,200,90,159,89,21,190,31,143,612,246,530,0.464,0.519,58,156,0.372,188,374,0.503,62,72,0.861,84,139,78,39,1941,BOS,1985,3-Oct-85,Indianapolis,Indiana,Western Kentucky University,Western Kentucky University,11.7
3763,2014,Courtney Lee,SG,G,28,5-Jun,196,200,90,158,65,28,187,29,115,761,295,614,0.48,0.539,72,194,0.371,223,420,0.531,99,112,0.884,73,127,79,47,1973,TOT,1985,3-Oct-85,Indianapolis,Indiana,Western Kentucky University,Western Kentucky University,13.8
3764,2014,Courtney Lee,SG,G,28,5-Jun,196,200,90,41,20,9,49,8,32,221,90,183,0.492,0.555,23,52,0.442,67,131,0.511,18,22,0.818,25,37,30,0,504,BOS,1985,3-Oct-85,Indianapolis,Indiana,Western Kentucky University,Western Kentucky University,14.6
3765,2014,Courtney Lee,SG,G,28,5-Jun,196,200,90,117,45,19,138,21,83,540,205,431,0.476,0.532,49,142,0.345,156,289,0.54,81,90,0.9,48,90,49,47,1469,MEM,1985,3-Oct-85,Indianapolis,Indiana,Western Kentucky University,Western Kentucky University,13.5
3776,2011,Craig Brackins,PF,F,23,10-Jun,208,230,104,2,1,0,4,2,1,8,4,16,0.25,0.25,0,5,0,4,11,0.364,0,0,,0,3,3,0,33,PHI,1987,9-Oct-87,Los Angeles,California,Iowa State University,Iowa State University,0.1
3777,2012,Craig Brackins,PF,F,24,10-Jun,208,230,104,10,0,1,15,5,8,22,9,33,0.273,0.318,3,9,0.333,6,24,0.25,1,2,0.5,4,6,14,1,88,PHI,1987,9-Oct-87,Los Angeles,California,Iowa State University,Iowa State University,4.3
3817,2010,Craig Smith,PF,F,26,7-Jun,201,250,113,190,33,25,287,97,84,585,226,397,0.569,0.571,1,5,0.2,225,392,0.574,132,208,0.635,88,194,75,2,1232,LAC,1983,10-Nov-83,Inglewood,California,Boston College,Boston College,16.9
3818,2011,Craig Smith,PF,F,27,7-Jun,201,250,113,74,16,7,117,43,31,258,104,188,0.553,0.553,0,5,0,104,183,0.568,50,68,0.735,33,84,48,0,586,LAC,1983,10-Nov-83,Inglewood,California,Boston College,Boston College,15.4
3819,2012,Craig Smith,PF,F,28,7-Jun,201,250,113,77,16,5,110,33,19,156,59,117,0.504,0.504,0,1,0,59,116,0.509,38,53,0.717,24,55,47,0,464,POR,1983,10-Nov-83,Inglewood,California,Boston College,Boston College,13.6
3856,2010,DaJuan Summers,SF,F,22,8-Jun,203,230,104,31,8,7,45,14,16,134,46,130,0.354,0.412,15,42,0.357,31,88,0.352,27,38,0.711,16,52,44,0,405,DET,1988,24-Jan-88,Baltimore,Maryland,Georgetown University,Georgetown University,7.5
3857,2011,DaJuan Summers,SF,F,23,8-Jun,203,230,104,10,3,1,12,2,2,74,28,69,0.406,0.471,9,21,0.429,19,48,0.396,9,20,0.45,13,21,22,1,199,DET,1988,24-Jan-88,Baltimore,Maryland,Georgetown University,Georgetown University,4.4
3858,2012,DaJuan Summers,SF,F,24,8-Jun,203,230,104,15,7,0,23,8,10,68,28,65,0.431,0.469,5,16,0.313,23,49,0.469,7,9,0.778,8,31,15,6,209,NOH,1988,24-Jan-88,Baltimore,Maryland,Georgetown University,Georgetown University,9
3859,2013,DaJuan Summers,PF,F,25,8-Jun,203,230,104,2,0,0,2,0,1,2,1,4,0.25,0.25,0,0,,1,4,0.25,0,0,,0,0,2,0,7,LAC,1988,24-Jan-88,Baltimore,Maryland,Georgetown University,Georgetown University,4.3
3862,2010,Daequan Cook,SG,G,22,5-Jun,190,205,83,73,14,10,82,9,43,223,81,253,0.32,0.399,40,126,0.317,41,127,0.323,21,25,0.84,24,50,45,3,691,MIA,1958,28-Apr-87,Los Angeles,California,University of Portland,Ohio State University,7.5
3863,2011,Daequan Cook,SG,G,23,5-Jun,190,205,83,64,14,1,72,8,20,239,79,181,0.436,0.616,65,154,0.422,14,27,0.519,16,20,0.8,17,51,43,0,598,OKC,1958,28-Apr-87,Los Angeles,California,University of Portland,Ohio State University,12.8
3864,2012,Daequan Cook,SG,G,24,5-Jun,190,205,83,110,22,11,122,12,15,311,109,296,0.368,0.502,79,228,0.346,30,68,0.441,14,22,0.636,16,69,57,22,989,OKC,1958,28-Apr-87,Los Angeles,California,University of Portland,Ohio State University,9.2
3865,2013,Daequan Cook,SG,G,25,5-Jun,190,205,83,54,8,7,61,7,19,137,51,167,0.305,0.383,26,91,0.286,25,76,0.329,9,12,0.75,15,26,49,1,441,TOT,1958,28-Apr-87,Los Angeles,California,University of Portland,Ohio State University,5.8
3866,2013,Daequan Cook,SG,G,25,5-Jun,190,205,83,13,6,2,18,5,10,55,21,59,0.356,0.449,11,30,0.367,10,29,0.345,2,3,0.667,6,13,16,1,165,HOU,1958,28-Apr-87,Los Angeles,California,University of Portland,Ohio State University,8.8
3867,2013,Daequan Cook,SG,G,25,5-Jun,190,205,83,41,2,5,43,2,9,82,30,108,0.278,0.347,15,61,0.246,15,47,0.319,7,9,0.778,9,13,33,0,276,CHI,1958,28-Apr-87,Los Angeles,California,University of Portland,Ohio State University,4
3874,2010,Dahntay Jones,SF,G-F,29,6-Jun,190,225,83,181,40,39,229,48,150,776,287,623,0.461,0.464,4,32,0.125,283,591,0.479,198,257,0.77,129,237,76,26,1892,IND,1976,27-Dec-80,Galveston,Texas,University of Houston,Duke University,10.8
3875,2011,Dahntay Jones,SG,G-F,30,6-Jun,190,225,83,61,20,7,65,4,33,283,100,214,0.467,0.5,14,39,0.359,86,175,0.491,69,90,0.767,31,70,45,2,589,IND,1976,27-Dec-80,Galveston,Texas,University of Houston,Duke University,13.7
3876,2012,Dahntay Jones,SF,G-F,31,6-Jun,190,225,83,94,23,11,117,23,63,346,115,281,0.409,0.468,33,77,0.429,82,204,0.402,83,99,0.838,46,119,65,3,1052,IND,1976,27-Dec-80,Galveston,Texas,University of Houston,Duke University,10.3
3877,2013,Dahntay Jones,SF,G-F,32,6-Jun,190,225,83,77,22,6,101,24,48,262,82,222,0.369,0.394,11,49,0.224,71,173,0.41,87,113,0.77,38,119,78,19,1016,TOT,1976,27-Dec-80,Galveston,Texas,University of Houston,Duke University,6.4
3878,2013,Dahntay Jones,SF,G-F,32,6-Jun,190,225,83,57,10,5,70,13,28,174,50,140,0.357,0.386,8,37,0.216,42,103,0.408,66,82,0.805,22,73,50,15,635,DAL,1976,27-Dec-80,Galveston,Texas,University of Houston,Duke University,6.9
3879,2013,Dahntay Jones,SF,G-F,32,6-Jun,190,225,83,20,12,1,31,11,20,88,32,82,0.39,0.409,3,12,0.25,29,70,0.414,21,31,0.677,16,46,28,4,381,ATL,1976,27-Dec-80,Galveston,Texas,University of Houston,Duke University,5.4
3938,2013,Damian Lillard,PG,G,22,3-Jun,190,195,88,215,74,19,257,42,531,1562,553,1288,0.429,0.501,185,503,0.368,368,785,0.469,271,321,0.844,243,172,82,82,3167,POR,1990,15-Jul-90,Oakland,California,Weber State University,Weber State University,16.4
3939,2014,Damian Lillard,PG,G,23,3-Jun,190,195,88,253,64,22,288,35,457,1695,553,1304,0.424,0.508,218,554,0.394,335,750,0.447,371,426,0.871,193,197,82,82,2937,POR,1990,15-Jul-90,Oakland,California,Weber State University,Weber State University,18.6
3948,2010,Damien Wilkins,SF,F-G,30,6-Jun,208,225,99,177,66,25,249,72,135,451,165,381,0.433,0.457,18,61,0.295,147,320,0.459,103,129,0.798,76,144,80,31,1585,MIN,1960,11-Jan-80,Pocatello,Idaho,Idaho State University,University of Georgia,11.5
3949,2011,Damien Wilkins,SF,F-G,31,6-Jun,208,225,99,67,27,9,90,23,41,180,69,137,0.504,0.511,2,10,0.2,67,127,0.528,40,56,0.714,21,72,52,0,676,ATL,1960,11-Jan-80,Pocatello,Idaho,Idaho State University,University of Georgia,11.4
3950,2012,Damien Wilkins,SF,F-G,32,6-Jun,208,225,99,78,29,13,100,22,44,193,76,193,0.394,0.412,7,23,0.304,69,170,0.406,34,54,0.63,30,85,60,2,922,DET,1960,11-Jan-80,Pocatello,Idaho,Idaho State University,University of Georgia,6.9
3951,2013,Damien Wilkins,SG,F-G,33,6-Jun,208,225,99,73,37,18,105,32,91,388,145,316,0.459,0.486,17,51,0.333,128,265,0.483,81,109,0.743,49,98,61,21,1095,PHI,1960,11-Jan-80,Pocatello,Idaho,Idaho State University,University of Georgia,12.5
3952,2011,Damion James,SF,G-F,23,7-Jun,201,225,102,68,16,12,85,17,20,110,46,103,0.447,0.447,0,3,0,46,100,0.46,18,28,0.643,25,36,25,9,403,NJN,1987,7-Oct-87,Hobbs,New Mexico,University of Texas at Austin,University of Texas at Austin,10.1
3953,2012,Damion James,SF,G-F,24,7-Jun,201,225,102,26,7,7,33,7,3,34,13,35,0.371,0.371,0,1,0,13,34,0.382,8,12,0.667,12,17,7,7,170,NJN,1987,7-Oct-87,Hobbs,New Mexico,University of Texas at Austin,University of Texas at Austin,6.1
3954,2013,Damion James,SF,G-F,25,7-Jun,201,225,102,1,0,0,1,0,0,0,0,0,,,0,0,,0,0,,0,0,,0,0,2,0,0,BRK,1987,7-Oct-87,Hobbs,New Mexico,University of Texas at Austin,University of Texas at Austin,
3955,2014,Damion James,SF,G-F,26,7-Jun,201,225,102,11,0,1,12,1,3,6,2,9,0.222,0.222,0,2,0,2,7,0.286,2,2,1,1,3,5,1,50,SAS,1987,7-Oct-87,Hobbs,New Mexico,University of Texas at Austin,University of Texas at Austin,4.1
4009,2010,Dan Gadzuric,C,C,31,11-Jun,211,240,108,54,9,13,92,38,12,88,39,89,0.438,0.438,0,0,,39,89,0.438,10,25,0.4,15,63,32,6,314,MIL,1978,2-Feb-78,Den Haag,Netherlands,"University of California, Los Angeles","University of California, Los Angeles",10.5
4010,2011,Dan Gadzuric,C-PF,C,32,11-Jun,211,240,108,64,13,29,135,71,14,118,54,129,0.419,0.419,0,1,0,54,128,0.422,10,27,0.37,29,91,42,9,463,TOT,1978,2-Feb-78,Den Haag,Netherlands,"University of California, Los Angeles","University of California, Los Angeles",9.9
4011,2011,Dan Gadzuric,C,C,32,11-Jun,211,240,108,33,10,18,86,53,11,79,37,88,0.42,0.42,0,1,0,37,87,0.425,5,14,0.357,21,63,28,4,297,GSW,1978,2-Feb-78,Den Haag,Netherlands,"University of California, Los Angeles","University of California, Los Angeles",10.2
4012,2011,Dan Gadzuric,PF,C,32,11-Jun,211,240,108,31,3,11,49,18,3,39,17,41,0.415,0.415,0,0,,17,41,0.415,5,13,0.385,8,28,14,5,166,NJN,1978,2-Feb-78,Den Haag,Netherlands,"University of California, Los Angeles","University of California, Los Angeles",9.1
4013,2012,Dan Gadzuric,C,C,33,11-Jun,211,240,108,4,1,1,5,1,0,0,0,2,0,0,0,0,,0,2,0,0,2,0,1,4,2,0,13,NYK,1978,2-Feb-78,Den Haag,Netherlands,"University of California, Los Angeles","University of California, Los Angeles",-4.3
4077,2010,Daniel Gibson,PG,G,23,2-Jun,188,190,86,60,25,7,73,13,70,355,125,268,0.466,0.599,71,149,0.477,54,119,0.454,34,49,0.694,36,79,56,10,1068,CLE,1986,27-Feb-86,Houston,Texas,University of Texas at Austin,University of Texas at Austin,11.3
4078,2011,Daniel Gibson,SG,G,24,2-Jun,188,190,86,153,48,21,177,24,201,780,264,660,0.4,0.489,118,293,0.403,146,367,0.398,134,163,0.822,80,154,67,15,1865,CLE,1986,27-Feb-86,Houston,Texas,University of Texas at Austin,University of Texas at Austin,13.2
4079,2012,Daniel Gibson,SG,G,25,2-Jun,188,190,86,90,26,16,101,11,76,263,87,248,0.351,0.462,55,139,0.396,32,109,0.294,34,43,0.791,45,69,35,7,916,CLE,1986,27-Feb-86,Houston,Texas,University of Texas at Austin,University of Texas at Austin,9.2
4080,2013,Daniel Gibson,PG,G,26,2-Jun,188,190,86,55,30,4,60,5,82,250,84,247,0.34,0.453,56,163,0.344,28,84,0.333,26,37,0.703,31,89,46,3,919,CLE,1986,27-Feb-86,Houston,Texas,University of Texas at Austin,University of Texas at Austin,7.7
4082,2012,Daniel Orton,PF,C-F,21,10-Jun,208,255,115,20,8,9,39,19,5,45,17,30,0.567,0.567,0,1,0,17,29,0.586,11,25,0.44,7,30,16,2,187,ORL,1990,6-Aug-90,Oklahoma City,Oklahoma,University of Kentucky,University of Kentucky,12.7
4083,2013,Daniel Orton,C,C-F,22,10-Jun,208,255,115,13,4,3,26,13,4,33,12,26,0.462,0.462,0,0,,12,26,0.462,9,17,0.529,4,13,13,0,104,OKC,1990,6-Aug-90,Oklahoma City,Oklahoma,University of Kentucky,University of Kentucky,14
4084,2014,Daniel Orton,C,C-F,23,10-Jun,208,255,115,45,6,16,61,16,15,65,21,47,0.447,0.447,0,0,,21,47,0.447,23,30,0.767,18,38,22,4,251,PHI,1990,6-Aug-90,Oklahoma City,Oklahoma,University of Kentucky,University of Kentucky,10.5
4133,2010,Danny Granger,SF,F,26,9-Jun,206,222,100,275,94,51,342,67,171,1497,488,1139,0.428,0.498,158,438,0.361,330,701,0.471,363,428,0.848,157,183,62,62,2278,IND,1983,20-Apr-83,New Orleans,Louisiana,University of New Mexico,University of New Mexico,19.8
4134,2011,Danny Granger,SF,F,27,9-Jun,206,222,100,338,89,62,425,87,203,1622,535,1260,0.425,0.487,157,407,0.386,378,853,0.443,395,466,0.848,206,213,79,79,2763,IND,1983,20-Apr-83,New Orleans,Louisiana,University of New Mexico,University of New Mexico,17.8
4135,2012,Danny Granger,SF,F,28,9-Jun,206,222,100,228,62,40,307,79,109,1159,391,941,0.416,0.481,123,323,0.381,268,618,0.434,254,291,0.873,110,144,62,62,2062,IND,1983,20-Apr-83,New Orleans,Louisiana,University of New Mexico,University of New Mexico,18.6
4136,2013,Danny Granger,SF,F,29,9-Jun,206,222,100,6,2,1,9,3,3,27,10,35,0.286,0.314,2,10,0.2,8,25,0.32,5,8,0.625,4,6,5,0,74,IND,1983,20-Apr-83,New Orleans,Louisiana,University of New Mexico,University of New Mexico,4
4137,2014,Danny Granger,SF,F,30,9-Jun,206,222,100,102,12,17,133,31,41,338,116,307,0.378,0.448,43,128,0.336,73,179,0.408,63,67,0.94,46,62,41,2,847,TOT,1983,20-Apr-83,New Orleans,Louisiana,University of New Mexico,University of New Mexico,10.9
4138,2014,Danny Granger,SF,F,30,9-Jun,206,222,100,81,9,13,105,24,33,242,80,223,0.359,0.428,31,94,0.33,49,129,0.38,51,53,0.962,36,41,29,2,653,IND,1983,20-Apr-83,New Orleans,Louisiana,University of New Mexico,University of New Mexico,10.3
4139,2014,Danny Granger,SF,F,30,9-Jun,206,222,100,21,3,4,28,7,8,96,36,84,0.429,0.5,12,34,0.353,24,50,0.48,12,14,0.857,10,21,12,0,194,LAC,1983,20-Apr-83,New Orleans,Louisiana,University of New Mexico,University of New Mexico,12.6
4141,2010,Danny Green,SG,G-F,22,6-Jun,206,215,100,9,6,3,17,8,5,40,15,39,0.385,0.462,6,22,0.273,9,17,0.529,4,6,0.667,5,9,20,0,115,CLE,1957,22-Jun-87,Lynwood,California,"University of California, Los Angeles",University of North Carolina,12.3
